id,source,period,cp.val,auc,prauc,acc,F1,kap,dp,mcc,Brier,mr,Se,Sp,ifd,GM,bac,PM,dpow,DLR.pos,DLR.neg,DOR,PT,ppv,npv,mkd,FM,IMN,NMI,MCEN,imcen,type
LR:31,LR 3rd generation,post,0.22761615441805852,0.7240612922431104,0.4840575203302531,0.6326326326326326,0.5336721728081322,0.27481115337372347,0.5145145145145145,0.3125235385337943,0.17418726525906914,0.36736736736736736,0.7692307692307693,0.581267217630854,0.35049798686162337,0.6686767746428843,0.6752489934308117,0.6475205137352837,0.8446085312211543,1.8370445344129556,0.39701057236602255,4.627192982456141,0.4245606358294095,0.4085603112840467,0.8701030927835052,0.27866340406755175,0.5606042833641122,0.08698514425274251,0.08698514425274217,0.6720381712087646,1.488010715524306,I
LR:32,LR 3rd generation,post,0.30226934162402275,0.729727343363707,0.5124197976485793,0.7097097097097097,0.546875,0.34003526372620024,0.36736736736736736,0.3480931788722974,0.1709672414251068,0.2902902902902903,0.6410256410256411,0.7355371900826446,0.3765628311082856,0.6866572644128409,0.6882814155541428,0.7079335361572666,0.8836252750932131,2.4238782051282053,0.4880437914145779,4.966517857142858,0.3911015141204987,0.4768392370572207,0.8449367088607594,0.3217759459179801,0.5528708507425423,0.10116022035110032,0.1011602203511015,0.711707712746148,1.4050711859528213,I
LR:33,LR 3rd generation,pre-post,0.21887903263557598,0.7566549612004158,0.5105761550019585,0.6486486486486487,0.5573770491803278,0.3101358090999771,0.5205205205205206,0.3547413857022458,0.1671819642682529,0.35135135135135137,0.8095238095238095,0.5881542699724518,0.3976780794962613,0.6900180325294364,0.6988390397481307,0.6628000644433704,0.994189025717073,1.9655996177735309,0.32385413181666106,6.069397993311037,0.41632000443186895,0.425,0.8914405010438413,0.31644050104384136,0.5865557254410011,0.11401821682118796,0.1140182168211874,0.6422873085079019,1.5569356372977392,I
LR:34,LR 3rd generation,pre-post,0.325895388647746,0.7628760128760129,0.5194012724447762,0.7477477477477478,0.5728813559322034,0.3953133106589035,0.3173173173173173,0.39753521871745495,0.16570666824036365,0.25225225225225223,0.6190476190476191,0.7961432506887053,0.41519086973632424,0.7020331785319514,0.7075954348681621,0.7522716403634625,1.0187838010794157,3.0366795366795376,0.47849728126544727,6.346283783783787,0.3646165711022372,0.5331230283911672,0.8475073313782991,0.38063035976946624,0.5744811062036839,0.12911649617604395,0.12911649617604215,0.6850111527388467,1.4598302465613133,I
LR:35,LR 3rd generation,pre-post,0.22428698918032938,0.7372097599370326,0.49058898612474744,0.6386386386386387,0.540127388535032,0.28538648563496843,0.5125125125125125,0.3239334361465602,0.17181007540874357,0.3613613613613614,0.7765567765567766,0.5867768595041323,0.36333363606090874,0.6750300338315603,0.6816668180304544,0.6526894305633302,0.8801245129920169,1.8792673992673996,0.38079760614971875,4.935081967213117,0.42178720871378533,0.4140625,0.8747433264887063,0.28880582648870634,0.5670476525769597,0.09366699333132167,0.09366699333132045,0.6668740066761427,1.4995336300244115,I
LR:36,LR 3rd generation,pre-post,0.26131080810257346,0.7418465373010827,0.48320520225301344,0.6826826826826827,0.5541490857946554,0.3278381630976715,0.43843843843843844,0.34995507152456434,0.17186926396554153,0.3173173173173173,0.7216117216117216,0.6680440771349863,0.38965579874670775,0.6943114838556907,0.6948278993733539,0.6849220601968249,0.9106973893972456,2.173817883361452,0.41672142290698994,5.216477396811531,0.4041404527520448,0.4497716894977169,0.8645276292335116,0.3142993187312284,0.569702135497718,0.10580414264566756,0.10580414264566551,0.6936207973291508,1.441709942739015,I
LR:37,LR 3rd generation,pre-post,0.23637574009557136,0.7579718261536443,0.513748745671386,0.6626626626626627,0.5548216644649934,0.31569640167568136,0.4844844844844845,0.34938984038451976,0.1669348495704737,0.33733733733733734,0.7692307692307693,0.6225895316804407,0.39182030091121,0.6920368663370253,0.695910150455605,0.6708556643873591,0.9397549207377436,2.038180797304885,0.3706603131381892,5.498783454987835,0.411921214926902,0.43388429752066116,0.8776699029126214,0.3115542004332825,0.577717190274766,0.10806840981050779,0.10806840981050936,0.6703887264500712,1.4916718622273513,I
LR:38,LR 3rd generation,pre-post,0.2824836684745356,0.7409484454939,0.4942255176404143,0.6976976976976977,0.5545722713864307,0.33866003787878796,0.40540540540540543,0.35376205984009323,0.17089918895220327,0.3023023023023023,0.6886446886446886,0.7011019283746557,0.3897466170193442,0.6948453922807257,0.6948733085096721,0.6973315144919762,0.9076755686507686,2.303944903023244,0.4440942161963773,5.187964217945243,0.39716028369858264,0.4641975308641975,0.8569023569023569,0.3210998877665545,0.5653911602701341,0.10641824532530314,0.10641824532530297,0.7027278029876198,1.4230260931025343,I
LR:39,LR 3rd generation,pre-post,0.33016645256912547,0.7419878101696283,0.5066670101039884,0.7267267267267268,0.5442404006677796,0.3512755557141329,0.3263263263263263,0.35409503755112903,0.16976369100655436,0.2732732732732733,0.5970695970695971,0.7754820936639119,0.3725516907335089,0.6804533644553457,0.6862758453667545,0.7267267267267267,0.9002094137554395,2.659340659340659,0.5195869849511058,5.118181818181817,0.38011995493743345,0.5,0.836552748885587,0.33655274888558706,0.5463833805440997,0.10278119533456946,0.1027811953345672,0.7071797238332875,1.4140676921270763,I
SV:1,LR (soft vote),Unrestricted,0.27566182799831573,0.7027795436886346,0.4852809875030504,0.6636636636636637,0.5144508670520231,0.2742933492456773,0.4194194194194194,0.2890402352732425,0.17677519281881168,0.33633633633633636,0.652014652014652,0.6680440771349863,0.3200587291496384,0.6599807015993857,0.6600293645748192,0.6626363314719954,0.7317560267746255,1.9641603210067942,0.5209017786337373,3.770692290893209,0.41640900642705064,0.42482100238663484,0.8362068965517241,0.261027898938359,0.5262979365717079,0.07100304219733962,0.0710030421973391,0.7299734348879472,1.3699128656010648,SV
MA:1,LR (weighted average),Unrestricted,0.26457958521508435,0.7813575313575314,0.5753842387444467,0.6886886886886887,0.5674547983310153,0.34559413604625455,0.44644644644644643,0.3710525626015024,0.15981936310317515,0.3113113113113113,0.7472527472527473,0.6666666666666666,0.4139194139194138,0.7058105256855399,0.7069597069597069,0.6915254237288134,0.9798000290716916,2.2417582417582413,0.3791208791208791,5.913043478260868,0.40044044815936974,0.45739910313901344,0.8752260397830018,0.3326251429220153,0.5846304272030071,0.11993075306646,0.11993075306645995,0.6785618840332912,1.473704939122308,MA
MA:2,LR (weighted average),Unrestricted,0.24678589047609772,0.7645511054601963,0.5552202746288524,0.6676676676676677,0.5620052770448548,0.3264694414660299,0.4854854854854855,0.3616235831522924,0.1632950987273654,0.33233233233233234,0.7802197802197802,0.6253443526170799,0.4055641328368602,0.6985027081984571,0.7027820664184301,0.6755878266795985,0.9809479319030788,2.0824983839689724,0.35145471268819284,5.925367647058825,0.40931830994512397,0.43917525773195876,0.8832684824902723,0.3224437402222311,0.5853658881977957,0.11622466518187521,0.11622466518187358,0.6625501069181103,1.5093198077524388,MA
MA:3,LR (weighted average),Unrestricted,0.26156660572458595,0.777089072543618,0.555916992295632,0.6906906906906907,0.5772913816689468,0.3571629380197041,0.45845845845845845,0.38697102323437405,0.16098612481178587,0.30930930930930933,0.7728937728937729,0.6597796143250688,0.43267338721884174,0.7141005219113769,0.7163366936094209,0.6943526564136038,1.0403774785810533,2.2717444498821013,0.34421528367248616,6.59977798093248,0.3988464209351526,0.4606986899563319,0.8853974121996303,0.3460961021559621,0.5967169753304894,0.13183611506285742,0.1318361150628543,0.663225596822147,1.5077825777405327,MA
MA:4,LR (weighted average),Unrestricted,0.28468812238050545,0.7723614769069315,0.5750488891769479,0.7067067067067067,0.5646359583952453,0.3551672405474889,0.4004004004004004,0.3699098368092824,0.1610551357258548,0.2932932932932933,0.6959706959706959,0.7107438016528925,0.4067144976235886,0.7033184615046173,0.7033572488117943,0.7064065140574589,0.9522457297018597,2.4060701203558343,0.4277621603202999,5.624784853700515,0.3919798993143671,0.475,0.8614357262103506,0.33643572621035056,0.5749661560353623,0.11629170050723898,0.11629170050723803,0.6957396908556253,1.437319177191391,MA
MA:5,LR (weighted average),Unrestricted,0.26072874340335733,0.779853984399439,0.5646062078613202,0.6886886886886887,0.5722145804676754,0.3505515386014312,0.4544544544544545,0.37864066613373115,0.16053967303619635,0.3113113113113113,0.7619047619047619,0.6611570247933884,0.4230617866981503,0.7097455075989333,0.7115308933490752,0.6921701823382195,1.0098169697774453,2.248548199767712,0.36011904761904767,6.24390243902439,0.40007745683596874,0.4581497797356828,0.8807339449541285,0.3388837246898113,0.5908184990724601,0.1256671669498397,0.12566716694983915,0.6702725527628379,1.4919304033531406,MA
MA:6,LR (weighted average),Unrestricted,0.2621740854128904,0.7785825285825286,0.5667176000950063,0.6896896896896897,0.5753424657534247,0.3544735986392857,0.4574574574574575,0.38375999016504075,0.1599088301845067,0.3103103103103103,0.7692307692307693,0.6597796143250688,0.4290103835558381,0.7124063308604528,0.714505191777919,0.693343520198644,1.0289368834886627,2.2609778885082528,0.3497671430865585,6.464237516869097,0.3994160786896425,0.45951859956236324,0.8837638376383764,0.3432824372007397,0.5945383468012829,0.1294758267771205,0.12947582677711944,0.6656828552640901,1.502216847094972,MA
MA:7,LR (weighted average),Unrestricted,0.24621810690270693,0.7726894317803409,0.5669050872731881,0.6646646646646647,0.5699614890885751,0.3332636045781908,0.5065065065065065,0.37615398941107653,0.16157417069248597,0.3353353353353353,0.8131868131868132,0.6088154269972452,0.4220022401840584,0.7036196962129889,0.7110011200920292,0.6751960587170722,1.0547954921531189,2.0787803745550226,0.30684699915469144,6.774647887323945,0.4095343496782464,0.43873517786561267,0.896551724137931,0.33528690200354383,0.5973053332438002,0.12802074796741356,0.12802074796741325,0.6390535376144912,1.5648141214159894,MA
